新老品标签,国家,PID,SPU,shop_name,二级类目,三级类目,店铺评分,首图 url,上架时间,商品卡日均占比,GPM分层,可用库存,销量排名,是否在联盟,商品详情页URL,营销价
近14天新品,MX,1736220518983238967,S260624002790,EVANDAL,标码女装,女士套装及西服,4.7,https://p16-oec-va.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/a9c1d56646f64b4fa862ec0b162f4aec~tplv-o3syd03w52-resize-jpeg:200:200.image?,2026-06-27,内容场占比低,,8,1,,https://shop.tiktok.com/view/product/1736220518983238967?region=MX&locale=en,301.38
近14天新品,MX,1736128223806326529,S260617019410,Keechic,标码女装,女士套装及西服,3.8,https://p16-oec-va.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/cc8fda25215d4b3c87171adc33fcd73d~tplv-o3syd03w52-resize-jpeg:200:200.image?,2026-07-01,内容场占比低,,35,2,,https://shop.tiktok.com/view/product/1736128223806326529?region=MX&locale=en,228.77
近14天新品,US,1732456445475393847,S260624002790,EVANDAL,标码女装,女士套装及西服,4.7,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/a9c1d56646f64b4fa862ec0b162f4aec~tplv-o3syd03w52-resize-jpeg:200:200.image?,2026-06-27,内容场占比低,,8,1,,https://shop.tiktok.com/view/product/1732456445475393847?region=US&locale=en,21.09
近14天新品,US,1732452862889857448,S260612024044,YMW,标码女装,女士套装及西服,4.1,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/e8f69bde6e024243aeb8175384b90783~tplv-o3syd03w52-resize-jpeg:200:200.image?,2026-06-26,,高GPM,304,2,,https://shop.tiktok.com/view/product/1732452862889857448?region=US&locale=en,23.74
近14天新品,US,1732445376921768577,S260616026943,Starry Muse,标码女装,女士套装及西服,2.8,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/a4245fa4eb624f529ec756148bc0e456~tplv-o3syd03w52-resize-jpeg:200:200.image?,2026-06-24,内容场占比低,高GPM,55,3,NotIn Affiliate,https://shop.tiktok.com/view/product/1732445376921768577?region=US&locale=en,21.51
近14天新品,US,1732439761207660998,S260612005580,TY Trove,标码女装,女士套装及西服,4.2,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/696c4f95d95f4754bd40c39a56b22a89~tplv-o3syd03w52-resize-jpeg:200:200.image?,2026-06-26,内容场占比低,,57,4,In Affiliate,https://shop.tiktok.com/view/product/1732439761207660998?region=US&locale=en,28.71
近14天新品,US,1732432728960176428,S260608011385,Oleywoo,标码女装,女士套装及西服,2.1,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/d3cb10a6319e46d6808f1cb3fab7fcff~tplv-o3syd03w52-resize-jpeg:200:200.image?,2026-06-24,内容场占比低,,24,5,,https://shop.tiktok.com/view/product/1732432728960176428?region=US&locale=en,19.22
近14天新品,US,1732452831926391275,S260618019396,DolceAmara,标码女装,女士套装及西服,3.4,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/79f27b99e2014934ba4361d740b3ad28~tplv-o3syd03w52-resize-jpeg:200:200.image?,2026-06-25,内容场占比低,高GPM,21,6,,https://shop.tiktok.com/view/product/1732452831926391275?region=US&locale=en,16.72
近14天新品,US,1732449232535393167,S260618024922,FianiVibe,标码女装,女士套装及西服,4.2,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/419fb43dec2b47a1b3acadd9817dfa78~tplv-o3syd03w52-resize-jpeg:200:200.image?,2026-06-26,内容场占比低,高GPM,26,7,,https://shop.tiktok.com/view/product/1732449232535393167?region=US&locale=en,20.69
近14天新品,US,1732443742369714367,S260615028725,Evilyn chic,标码女装,女士套装及西服,4.3,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/72e4ff30e6fe4e48ba6f41e56d489f27~tplv-o3syd03w52-resize-jpeg:200:200.image?,2026-06-24,内容场占比低,,40,8,,https://shop.tiktok.com/view/product/1732443742369714367?region=US&locale=en,14.75
近14天新品,US,1732452874867085736,S260615005579,YMW,标码女装,女士套装及西服,4.1,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/9078def43c934a3bad3c126c58360898~tplv-o3syd03w52-resize-jpeg:200:200.image?,2026-06-30,内容场占比低,,168,9,,https://shop.tiktok.com/view/product/1732452874867085736?region=US&locale=en,13.52
近14天新品,US,1732460632522331023,S260626010642,FianiVibe,标码女装,女士套装及西服,4.2,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/9804bac313bf4b7d8ea1e2315b108d06~tplv-o3syd03w52-resize-jpeg:200:200.image?,2026-07-03,内容场占比低,高GPM,27,10,,https://shop.tiktok.com/view/product/1732460632522331023?region=US&locale=en,14.99
近14天新品,US,1732465351863669160,S260622012123,YMW,标码女装,女士套装及西服,4.1,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/5cfd75f9506d483c95c784bdd5ef8c9d~tplv-o3syd03w52-resize-jpeg:200:200.image?,2026-06-24,内容场占比低,,139,11,,https://shop.tiktok.com/view/product/1732465351863669160?region=US&locale=en,14.53
近14天新品,US,1732437127798755477,S260610012742,Sanuuchic,标码女装,女士套装及西服,4.1,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/657b03eafa4c4d6ba4efbd912ebecdfa~tplv-o3syd03w52-resize-jpeg:200:200.image?,2026-06-28,内容场占比低,高GPM,120,12,,https://shop.tiktok.com/view/product/1732437127798755477?region=US&locale=en,23.82
近14天新品,US,1732439545299767383,S260612010424,Novelife,标码女装,女士下装,4.6,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/b0b868769db14094a9dc7524c4b78b6e~tplv-o3syd03w52-resize-jpeg:200:200.image?,2026-06-24,内容场占比低,,99,13,NotIn Affiliate,https://shop.tiktok.com/view/product/1732439545299767383?region=US&locale=en,8.94
近7天新品,ES,1729847222412023871,S260609022828,Yvonne chic,标码女装,女士套装及西服,4,https://p16-oec-va.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/6f33417c6ba74348a91f8588a27277cb~tplv-o3syd03w52-resize-jpeg:200:200.image?,2026-06-30,内容场占比低,高GPM,30,1,,https://shop.tiktok.com/view/product/1729847222412023871?region=DE&locale=en,16.65
近7天新品,GB,1729860416351279918,S260625023096,Einsamw,标码女装,女士套装及西服,4.7,https://p16-oec-va.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/db7487b039814c24b99a1961de45d6d1~tplv-o3syd03w52-resize-jpeg:200:200.image?,2026-07-01,内容场占比低,,35,1,,https://shop.tiktok.com/view/product/1729860416351279918?region=GB&locale=en,11.06
近7天新品,GB,1729856006301129128,S260618007044,YMW,标码女装,女士套装及西服,4.6,https://p16-oec-va.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/f1bb383c939b44bc875f040a215341b7~tplv-o3syd03w52-resize-jpeg:200:200.image?,2026-06-30,内容场占比低,,89,2,,https://shop.tiktok.com/view/product/1729856006301129128?region=GB&locale=en,7.99
近7天新品,MX,1736128223806326529,S260617019410,Keechic,标码女装,女士套装及西服,3.8,https://p16-oec-va.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/cc8fda25215d4b3c87171adc33fcd73d~tplv-o3syd03w52-resize-jpeg:200:200.image?,2026-07-01,内容场占比低,,35,1,,https://shop.tiktok.com/view/product/1736128223806326529?region=MX&locale=en,228.77
近7天新品,US,1732460632522331023,S260626010642,FianiVibe,标码女装,女士套装及西服,4.2,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/9804bac313bf4b7d8ea1e2315b108d06~tplv-o3syd03w52-resize-jpeg:200:200.image?,2026-07-03,内容场占比低,高GPM,27,1,,https://shop.tiktok.com/view/product/1732460632522331023?region=US&locale=en,14.99
近7天新品,US,1732452874867085736,S260615005579,YMW,标码女装,女士套装及西服,4.1,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/9078def43c934a3bad3c126c58360898~tplv-o3syd03w52-resize-jpeg:200:200.image?,2026-06-30,内容场占比低,,168,2,,https://shop.tiktok.com/view/product/1732452874867085736?region=US&locale=en,13.52
